id,count,avg_rating,avg_weighted_rating,popular_lens,popular_lens_count,best_photo_rating,best_photo_num_ratings,best_photo_catalog_number,best_photo_bird,best_photo_photographer,best_photo_year,best_photo_link,brand,name,cost,megapixels
Canon EOS 90D,56,4.85,2.61,150-600mm F5-6.3 DG OS HSM | Contemporary 015,19.0,4.93,259,374205861,Boreal Owl,Frédérick Lelièvre,2021,https://macaulaylibrary.org/asset/374205861,Canon,EOS 90D,900.0,32.5
Canon EOS 70D,49,4.8,2.61,EF100-400mm f/4.5-5.6L IS II USM,13.0,4.95,938,43164261,Eurasian Dotterel,Ian Davies,2015,https://macaulaylibrary.org/asset/43164261,Canon,EOS 70D,400.0,20.2
Nikon COOLPIX P900,48,4.74,2.32,,,4.85,219,249162641,Spruce Grouse,Kalin Ocaña,2020,https://macaulaylibrary.org/asset/249162641,Nikon,COOLPIX P900,600.0,16.0
Nikon D750,39,4.84,2.61,200.0-500.0 mm f/5.6,10.0,4.97,614,325771901,Evening Grosbeak,John Jansen,2021,https://macaulaylibrary.org/asset/325771901,Nikon,D750,750.0,24.3
Canon EOS 5D Mark III,36,4.88,2.75,EF100-400mm f/4.5-5.6L IS II USM,4.0,4.93,377,45293111,Roseate Spoonbill,Darren Clark,2016,https://macaulaylibrary.org/asset/45293111,Canon,EOS 5D Mark III,700.0,22.3
Canon EOS R6,35,4.88,2.75,RF100-500mm F4.5-7.1 L IS USM,14.0,4.95,496,613014934,King Eider,Cesar Ponce,2024,https://macaulaylibrary.org/asset/613014934,Canon,EOS R6,2500.0,20.1
Canon EOS-1D X Mark II,35,4.9,2.94,EF600mm f/4L IS II USM +1.4x III,4.0,4.96,645,225986131,Pigeon Guillemot,Dorian Anderson,2020,https://macaulaylibrary.org/asset/225986131,Canon,EOS-1D X Mark II,1600.0,20.2
Sony Alpha 1,32,4.86,2.65,FE 200-600mm F5.6-6.3 G OSS,10.0,4.94,461,502260161,Short-eared Owl,Nathan Kelley,2022,https://macaulaylibrary.org/asset/502260161,Sony,Alpha 1,4100.0,50.0
Nikon Z9,32,4.92,2.84,AF-S NIKKOR 500mm f/5.6E PF ED VR,7.0,4.93,269,611064226,Evening Grosbeak,FABRICE SIMON,2023,https://macaulaylibrary.org/asset/611064226,Nikon,Z9,4500.0,45.7
Sony Cyber-shot DSC-RX10 IV,31,4.83,2.64,8.8-220mm f/2.4-4.0,17.0,4.97,729,612812569,Peruvian Racket-tail,Daysy Vera Castro,2023,https://macaulaylibrary.org/asset/612812569,Sony,Cyber-shot DSC-RX10 IV,1200.0,20.1
Nikon D5300,29,4.76,2.62,200.0-500.0 mm f/5.6,4.0,4.95,290,316490341,African Penguin,Regard Van Dyk,2021,https://macaulaylibrary.org/asset/316490341,Nikon,D5300,400.0,24.2
Nikon COOLPIX P1000,28,4.75,2.25,,,4.92,85,423895101,Palestine Sunbird,מוטי בייפוס,2022,https://macaulaylibrary.org/asset/423895101,Nikon,COOLPIX P1000,1000.0,16.0
Olympus OM-D E-M1 Mark II,27,4.88,2.81,OLYMPUS M.300mm F4.0,11.0,4.93,544,343877871,Common Nighthawk,Phil Chaon,2021,https://macaulaylibrary.org/asset/343877871,Olympus,OM-D E-M1 Mark II,500.0,20.4
Canon PowerShot SX60 HS,25,4.74,2.34,3.8-247.0 mm,6.0,4.9,145,115751371,Vermilion Flycatcher,Daniel Clark,2018,https://macaulaylibrary.org/asset/115751371,Canon,PowerShot SX60 HS,500.0,20.3
Nikon D5600,24,4.77,2.4,150.0-600.0 mm f/5.0-6.3,5.0,4.92,102,610489890,Spot-flanked Gallinule,Carlos Rivas,2023,https://macaulaylibrary.org/asset/610489890,Nikon,D5600,500.0,24.2
Nikon D7000,24,4.8,2.49,300.0 mm f/4.0,3.0,4.91,152,403189511,Great Horned Owl,Asher  Warkentin,2022,https://macaulaylibrary.org/asset/403189511,Nikon,D7000,200.0,16.2
Sony Alpha 7 III,23,4.83,2.58,FE 200-600mm F5.6-6.3 G OSS,14.0,4.92,151,417142561,Keel-billed Toucan,Guillermo  Saborío Vega,2022,https://macaulaylibrary.org/asset/417142561,Sony,Alpha 7 III,1500.0,24.2
Canon EOS-1D X,22,4.89,2.94,EF500mm f/4L IS USM,6.0,4.95,816,372577651,Red-legged Cormorant,Jory Teltser,2021,https://macaulaylibrary.org/asset/372577651,Canon,EOS-1D X,1000.0,18.1
Canon EOS 60D,22,4.85,2.58,EF400mm f/5.6L USM,4.0,4.89,479,46364181,Greater Sage-Grouse,Matthew Pendleton,2016,https://macaulaylibrary.org/asset/46364181,Canon,EOS 60D,200.0,18.0
Olympus OM-1,21,4.88,2.65,OLYMPUS M.100-400mm F5.0-6.3,5.0,4.85,938,511620371,Dunlin,Steven Hunter,2022,https://macaulaylibrary.org/asset/511620371,Olympus,OM-1,1200.0,20.4
Nikon D810,19,4.82,2.59,200.0-500.0 mm f/5.6,4.0,4.95,377,344426191,Red-necked Grebe,Tyler Ficker,2021,https://macaulaylibrary.org/asset/344426191,Nikon,D810,800.0,36.3
Nikon COOLPIX P950,18,4.77,2.43,,,4.83,150,617957550,Blue Rock-Thrush (philippensis),Jason Talbott,2024,https://macaulaylibrary.org/asset/617957550,Nikon,COOLPIX P950,800.0,16.0
Sony Alpha 7 IV,17,4.87,2.55,FE 200-600mm F5.6-6.3 G OSS,13.0,4.96,995,500057771,Wine-throated Hummingbird,Daniel López-Velasco | Ornis Birding Expeditions,2022,https://macaulaylibrary.org/asset/500057771,Sony,Alpha 7 IV,2500.0,33.0
Nikon Z8,17,4.94,2.85,AF-S NIKKOR 500mm f/5.6E PF ED VR,8.0,4.98,204,625979288,Scissor-tailed Flycatcher,Lisa Miller,2024,https://macaulaylibrary.org/asset/625979288,Nikon,Z8,3500.0,45.7
Nikon D3400,17,4.83,2.48,70.0-300.0 mm f/4.5-6.3,4.0,4.91,118,294725561,Rock Wren,Danny Tipton,2021,https://macaulaylibrary.org/asset/294725561,Nikon,D3400,250.0,24.2
Sony Alpha 7R IV,17,4.85,2.77,FE 200-600mm F5.6-6.3 G OSS,8.0,4.92,204,281003001,Northern Cardinal,Stefano Ianiro,2020,https://macaulaylibrary.org/asset/281003001,Sony,Alpha 7R IV,2000.0,61.0
Canon EOS Rebel T3i,16,4.75,2.4,EF100-400mm f/4.5-5.6L IS USM,5.0,4.99,138,399017941,LeConte's Sparrow,Sean Cowden,2021,https://macaulaylibrary.org/asset/399017941,Canon,EOS Rebel T3i,150.0,18.0
Nikon D610,15,4.78,2.56,150.0-600.0 mm f/5.0-6.3,6.0,4.89,189,87243741,American Robin,Daniel Irons,2018,https://macaulaylibrary.org/asset/87243741,Nikon,D610,500.0,24.3
Panasonic Lumix G9,15,4.8,2.53,LEICA DG 100-400/F4.0-6.3,4.0,4.93,112,314276771,Ring-necked Duck,Gautam Apte,2021,https://macaulaylibrary.org/asset/314276771,Panasonic,Lumix G9,500.0,20.3
Nikon D3300,13,4.81,2.62,70.0-300.0 mm f/4.5-5.6,3.0,4.94,103,335570211,Black-throated Huet-huet,Tamara Catalán Bermudez,2021,https://macaulaylibrary.org/asset/335570211,Nikon,D3300,250.0,24.2
Nikon D5,13,4.83,2.78,600.0 mm f/4.0,4.0,4.88,224,307671311,Bushtit,Cree Bol,2021,https://macaulaylibrary.org/asset/307671311,Nikon,D5,2100.0,20.8
Canon PowerShot SX50 HS,12,4.8,2.64,4.3-215.0 mm,1.0,4.92,193,35970611,California Condor,Jeff Culler,2015,https://macaulaylibrary.org/asset/35970611,Canon,PowerShot SX50 HS,200.0,12.1
Nikon D5200,12,4.77,2.43,150.0-600.0 mm f/5.0-6.3,1.0,4.91,143,28760101,Common Merganser,David Wade,2016,https://macaulaylibrary.org/asset/28760101,Nikon,D5200,250.0,24.1
Canon EOS Rebel T7i,12,4.88,2.63,EF400mm f/5.6L USM,3.0,4.98,121,436743581,Blue-headed Vireo,Will Bennett,2022,https://macaulaylibrary.org/asset/436743581,Canon,EOS Rebel T7i,600.0,24.2
Canon EOS 6D Mark II,12,4.81,2.53,EF100-400mm f/4.5-5.6L IS II USM,5.0,4.89,208,537625101,Great Blue Heron,Danielle Cooper,2023,https://macaulaylibrary.org/asset/537625101,Canon,EOS 6D Mark II,750.0,26.2
Canon EOS Rebel T6i,11,4.76,2.54,150-600mm F5-6.3 DG OS HSM | Contemporary 015,4.0,4.78,118,291243341,American Bittern,Brenda Bull,2020,https://macaulaylibrary.org/asset/291243341,Canon,EOS Rebel T6i,300.0,24.2
Nikon D3500,11,4.87,2.7,70.0-300.0 mm f/4.5-6.3,2.0,4.87,216,278091841,Burrowing Owl,Brian Browne,2020,https://macaulaylibrary.org/asset/278091841,Nikon,D3500,500.0,24.2
Sony Alpha 9,11,4.95,3.1,FE 200-600mm F5.6-6.3 G OSS,8.0,4.94,449,557328921,Northern Mockingbird,Derek Lecy,2023,https://macaulaylibrary.org/asset/557328921,Sony,Alpha 9,1500.0,24.2
Canon EOS 6D,11,4.81,2.53,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,3.0,4.97,222,458290011,Piping Plover,Shey S,2022,https://macaulaylibrary.org/asset/458290011,Canon,EOS 6D,700.0,26.2
Canon EOS Rebel T6,11,4.77,2.52,EF400mm f/5.6L USM,3.0,4.91,154,154948661,Black-necked Stilt (Black-necked),Charlotte Farrell,2019,https://macaulaylibrary.org/asset/154948661,Canon,EOS Rebel T6,250.0,18.0
Canon EOS-1D Mark IV,10,4.8,2.52,EF500mm f/4L IS USM +1.4x,2.0,4.85,197,30566691,Lawrence's Warbler (hybrid),Geoff Malosh,2016,https://macaulaylibrary.org/asset/30566691,Canon,EOS-1D Mark IV,600.0,16.1
Olympus OM-D E-M1X,10,4.85,2.76,M.300mm F4.0 + MC-14,3.0,4.94,275,263376241,Pale-yellow Robin,Len and Chris Ezzy,2020,https://macaulaylibrary.org/asset/263376241,Olympus,OM-D E-M1X,800.0,20.4
Canon EOS 77D,9,4.73,2.2,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,2.0,4.8,56,431789201,Costa's Hummingbird,Jeremy Cowan,2022,https://macaulaylibrary.org/asset/431789201,Canon,EOS 77D,450.0,24.2
Nikon D800,9,4.86,2.82,600.0 mm f/4.0,1.0,4.96,931,603046701,Eastern Whip-poor-will,Megan Gray,2023,https://macaulaylibrary.org/asset/603046701,Nikon,D800,350.0,36.3
Canon EOS Rebel T5i,9,4.76,2.33,EF100-400mm f/4.5-5.6L IS II USM,2.0,4.74,103,102514241,Blackburnian Warbler,Tom Auer,2018,https://macaulaylibrary.org/asset/102514241,Canon,EOS Rebel T5i,300.0,18.0
Nikon D5500,9,4.83,2.55,200.0-500.0 mm f/5.6,4.0,4.94,382,347790711,Agami Heron,Alexander Montero,2021,https://macaulaylibrary.org/asset/347790711,Nikon,D5500,400.0,24.2
Canon PowerShot SX70 HS,8,4.79,2.35,3.8-247mm,7.0,4.9,90,415306831,Gray-headed Fish-Eagle,Danidu Geeganage,2021,https://macaulaylibrary.org/asset/415306831,Canon,PowerShot SX70 HS,700.0,20.3
Canon EOS 5DS R,8,4.88,2.76,150-600mm F5-6.3 DG OS HSM | Contemporary 015,2.0,4.87,201,423281211,Northern Saw-whet Owl,Zane Shantz,2022,https://macaulaylibrary.org/asset/423281211,Canon,EOS 5DS R,1200.0,50.6
Canon EOS Rebel T2i,8,4.82,2.5,150-600mm F5-6.3 DG OS HSM | Contemporary 015,2.0,4.91,69,415481861,Bohemian Waxwing,Nyjal Singh,2022,https://macaulaylibrary.org/asset/415481861,Canon,EOS Rebel T2i,150.0,18.0
Sony Alpha 9 II,8,4.89,2.77,FE 200-600mm F5.6-6.3 G OSS,4.0,4.88,186,613420356,Spectacled Tyrant,Jérémy Calvo,2024,https://macaulaylibrary.org/asset/613420356,Sony,Alpha 9 II,2500.0,24.2
Nikon Z7 II,7,4.87,2.88,NIKKOR Z 400mm f/4.5 VR S,2.0,4.92,283,616162147,Acorn Woodpecker,Mark Rauzon,2024,https://macaulaylibrary.org/asset/616162147,Nikon,Z7 II,1500.0,45.7
Sony Alpha 7R III,7,4.88,2.83,FE 200-600mm F5.6-6.3 G OSS,3.0,4.89,123,294685601,Boreal Owl,Cameron Eckert,2021,https://macaulaylibrary.org/asset/294685601,Sony,Alpha 7R III,1500.0,42.4
Canon EOS Rebel T4i,7,4.69,2.64,150-600mm F5-6.3 DG OS HSM | Contemporary 015,2.0,4.93,147,302665641,Bald Eagle,Evan Larson,2021,https://macaulaylibrary.org/asset/302665641,Canon,EOS Rebel T4i,300.0,18.0
Panasonic Lumix DMC-FZ300,7,4.81,2.86,,,4.94,244,529869591,Steller's Sea-Eagle,Robin Duska,2023,https://macaulaylibrary.org/asset/529869591,Panasonic,Lumix DMC-FZ300,400.0,12.1
Nikon COOLPIX B700,7,4.74,2.31,,,4.79,141,224081131,Great Egret,Shane Carroll,2020,https://macaulaylibrary.org/asset/224081131,Nikon,COOLPIX B700,400.0,20.2
Canon EOS R3,7,4.9,3.09,EF200-400mm f/4L IS USM EXT,1.0,4.96,1732,413988131,White-faced Storm-Petrel,JJ Harrison,2022,https://macaulaylibrary.org/asset/413988131,Canon,EOS R3,3000.0,24.0
Nikon Z6 II,7,4.89,2.8,VR 200-500mm f/5.6E,3.0,4.98,264,579218581,Fiery-throated Hummingbird,Deborah Bifulco,2023,https://macaulaylibrary.org/asset/579218581,Nikon,Z6 II,1200.0,24.5
Nikon Z6 II,7,4.89,2.8,VR 200-500mm f/5.6E,3.0,4.98,264,579218581,Fiery-throated Hummingbird,Deborah Bifulco,2023,https://macaulaylibrary.org/asset/579218581,Nikon,Z6 II,2200.0,24.5
Canon EOS Rebel T5,7,4.7,2.16,EF75-300mm f/4-5.6,3.0,4.96,49,199578601,Ross's Goose,Patrick Sysiong,2020,https://macaulaylibrary.org/asset/199578601,Canon,EOS Rebel T5,200.0,18.0
Nikon D90,6,4.71,2.4,,,4.89,132,215424991,Sandhill Crane,Oliver Patrick,2019,https://macaulaylibrary.org/asset/215424991,Nikon,D90,150.0,12.3
Sony Alpha 7R IVa,6,4.87,2.63,FE 200-600mm F5.6-6.3 G OSS,6.0,4.83,155,404664351,Ferruginous Hawk,Valentina Roumi,2022,https://macaulaylibrary.org/asset/404664351,Sony,Alpha 7R IVa,2500.0,61.0
Canon EOS R6 II,6,4.91,2.81,RF100-500mm F4.5-7.1 L IS USM,2.0,4.95,118,621151075,Guira Cuckoo,Fernando Calmon,2024,https://macaulaylibrary.org/asset/621151075,Canon,EOS R6 II,2000.0,24.2
Canon EOS 200D,6,4.78,2.68,EF100-400mm f/4.5-5.6L IS II USM,2.0,4.97,217,550471811,Blue-footed Booby,Rain Saulnier,2023,https://macaulaylibrary.org/asset/550471811,Canon,EOS 200D,200.0,24.2
Sony Alpha 6500,6,4.88,2.83,Sony FE 100-400mm F4.5-5.6 GM OSS (SEL100400GM),2.0,4.96,225,210931331,Golden Eagle,Miguel Rouco,2020,https://macaulaylibrary.org/asset/210931331,Sony,Alpha 6500,500.0,24.2
Sony Alpha 6600,6,4.88,2.72,FE 200-600mm F5.6-6.3 G OSS,3.0,4.9,162,425668201,Tropical Kingbird,Sophie Cameron,2022,https://macaulaylibrary.org/asset/425668201,Sony,Alpha 6600,1200.0,24.2
Nikon D300,6,4.71,2.22,300.0 mm f/4.0,1.0,4.89,71,283066111,Canvasback,Dana Siefer,2018,https://macaulaylibrary.org/asset/283066111,Nikon,D300,150.0,12.3
Nikon D700,5,4.92,2.9,TAMRON SP AF 150-600mm F5-6.3 VC USD A011N,1.0,4.9,493,86824031,Black Rosy-Finch,Martina Nordstrand,2018,https://macaulaylibrary.org/asset/86824031,Nikon,D700,300.0,12.1
Nikon D3200,5,4.84,2.33,55.0-300.0 mm f/4.5-5.6,1.0,4.89,62,90079171,European Goldfinch,James Taylor,2018,https://macaulaylibrary.org/asset/90079171,Nikon,D3200,200.0,24.2
Nikon Z6,5,4.9,2.68,500.0 mm f/5.6,2.0,4.92,124,430689061,Burrowing Owl,Lorenz Crespo,2022,https://macaulaylibrary.org/asset/430689061,Nikon,Z6,1000.0,24.5
Nikon D600,5,4.81,2.26,35.0 mm f/1.4,1.0,4.79,68,158927281,Gray Catbird,Jean-Sébastien Mayer,2019,https://macaulaylibrary.org/asset/158927281,Nikon,D600,400.0,24.3
Pentax K-3,5,4.66,2.32,smc PENTAX-DA* 300mm F4 ED [IF] SDM,1.0,4.94,52,195603861,Long-toed Stint,Volkov Sergey,2019,https://macaulaylibrary.org/asset/195603861,Pentax,K-3,500.0,24.3
Nikon D800E,5,4.9,2.62,300.0 mm f/2.8,2.0,4.95,162,386091681,Ruby-crowned Kinglet,Barbara Swanson,2021,https://macaulaylibrary.org/asset/386091681,Nikon,D800E,600.0,36.3
Nikon COOLPIX P610,5,4.78,2.34,,,4.83,127,87350511,Sandhill Crane,Cole Gaerber,2016,https://macaulaylibrary.org/asset/87350511,Nikon,COOLPIX P610,250.0,16.0
Sony Alpha 7 II,5,4.88,2.77,FE 200-600mm F5.6-6.3 G OSS,3.0,4.89,116,434456861,Ornate Hawk-Eagle,Sergio Andrés  Cuéllar Ramírez,2022,https://macaulaylibrary.org/asset/434456861,Sony,Alpha 7 II,600.0,24.3
Olympus OM-D E-M1 Mark III,5,4.9,2.36,M.300mm F4.0 + MC-14,2.0,4.89,73,417474741,Tawny-capped Euphonia,Gabriel Willow,2022,https://macaulaylibrary.org/asset/417474741,Olympus,OM-D E-M1 Mark III,1800.0,20.4
Nikon Z7,5,4.93,3.27,NIKKOR Z 100-400mm f/4.5-5.6 VR S,1.0,4.96,477,360083321,Greater Painted-Snipe,Sin-Syue Li,2021,https://macaulaylibrary.org/asset/360083321,Nikon,Z7,1000.0,45.7
Nikon D4,5,4.9,2.61,150.0-600.0 mm f/5.0-6.3,1.0,4.99,87,335636821,Trumpeter Swan,Raymond Ladurantaye,2021,https://macaulaylibrary.org/asset/335636821,Nikon,D4,600.0,16.2
Sony Alpha 6400,5,4.82,2.81,E 70-350mm F4.5-6.3 G OSS,3.0,4.95,169,391581551,Common Kingfisher,Raghavendra  Pai,2021,https://macaulaylibrary.org/asset/391581551,Sony,Alpha 6400,650.0,24.2
