catalog_number,common_name,scientific_name,photographer,date,year,rating,num_ratings,location,normalized_rating
99723991,Red-backed Kingfisher,Todiramphus pyrrhopygius,Gus  Go,2018-05-11,2018,4.9,20,Australia,4.9
182493621,Philadelphia Vireo,Vireo philadelphicus,Bill Thompson,2019-10-14,2019,4.9,87,North America,4.9
592481491,Black Tern,Chlidonias niger,Josiah Vandenberg,2023-07-08,2023,4.9,203,North America,4.9
286431841,Turquoise Cotinga,Cotinga ridgwayi,Mercedes Alpizar,2020-12-05,2020,4.9,51,North America,4.9
478641051,Tibetan Sandgrouse,Syrrhaptes tibetanus,Rajkumar Das,2022-07-09,2022,4.9,129,Asia,4.9
223110621,Torrent Duck,Merganetta armata,Maria del Castillo,2019-02-04,2019,4.9,21,South America,4.9
394299201,Stork-billed Kingfisher,Pelargopsis capensis,Frank Chen,2021-12-08,2021,4.9,31,Asia,4.9
504430141,Beach Thick-knee,Esacus magnirostris,Wachara  Sanguansombat,2022-11-11,2022,4.9,20,Asia,4.9
243623671,Red-eyed Vireo,Vireo olivaceus,Denise  McIsaac,2020-06-14,2020,4.9,78,North America,4.9
278619281,Eurasian Wren (Eurasian),Troglodytes troglodytes [troglodytes Group],Kuzey Cem Kulaçoğlu,2020-11-05,2020,4.9,125,Asia,4.9
228108621,Virginia Rail,Rallus limicola,Cristina Araya,2020-04-26,2020,4.9,232,North America,4.9
160194971,Lesser Frigatebird,Fregata ariel,Latha  Prabhakaran,2017-09-08,2017,4.9,20,Asia,4.9
569677611,Willow Ptarmigan,Lagopus lagopus,Gavin McKinnon,2023-05-09,2023,4.9,40,North America,4.9
627372504,Golden-crowned Kinglet,Regulus satrapa,Devin Pitts,2024-12-10,2024,4.9,40,North America,4.9
79751191,Isabelline Shrike,Lanius isabellinus,Savio Fonseca (www.avocet-peregrine.com),2017-12-16,2017,4.9,20,Asia,4.9
467639421,Whitehead's Broadbill,Calyptomena whiteheadi,Charmain Ang,2022-07-11,2022,4.9,20,Asia,4.9
268024531,Golden Whistler (Eastern),Pachycephala pectoralis [pectoralis Group],Scott Eaton,2020-10-04,2020,4.9,42,Australia,4.9
40316451,Little Woodswallow,Artamus minor,David Webb,2016-11-18,2016,4.9,42,Australia,4.9
622928019,Hooded Warbler,Setophaga citrina,Pramod Prabhu,2024-08-25,2024,4.9,83,North America,4.9
471559841,Western Barn Owl,Tyto alba,Itamar Donitza,2022-07-29,2022,4.9,120,Asia,4.9
489977711,Streaked Shearwater,Calonectris leucomelas,Liang-Hsien 亮賢 Chiang 江,2022-10-01,2022,4.9,21,Asia,4.9
592799341,Eastern Kingbird,Tyrannus tyrannus,Vern Wilkins 🦉,2023-07-09,2023,4.9,49,North America,4.9
415306831,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus,Danidu Geeganage,2021-12-25,2021,4.9,90,Asia,4.9
297197491,River Tern,Sterna aurantia,Rathish  RL,2021-01-10,2021,4.9,20,Asia,4.9
409983091,Eurasian Wigeon,Mareca penelope,Cynthia  Case,2022-01-26,2022,4.9,73,North America,4.9
405469641,Iceland Gull,Larus glaucoides,Brian Stahls,2022-01-13,2022,4.9,474,North America,4.9
582532401,Little Owl,Athene noctua,Juan Carlos Milán,2023-06-08,2023,4.9,42,Europe,4.9
274821691,Winter Wren,Troglodytes hiemalis,mark kraus,2020-10-25,2020,4.9,50,North America,4.9
453548051,King Vulture,Sarcoramphus papa,Su Li,2022-05-06,2022,4.9,81,North America,4.9
100283261,Red-necked Grebe,Podiceps grisegena,Kathrine Burgsma,2018-05-14,2018,4.9,70,North America,4.9
503716051,Neotropic Cormorant,Nannopterum brasilianum,Simon Tolzmann,2022-08-13,2022,4.9,97,North America,4.9
547526821,Fynbos Buttonquail,Turnix hottentottus,Yves Gisseleire,2023-03-05,2023,4.9,21,Africa,4.9
321016731,Alpine Swift,Tachymarptis melba,Fátima Garrido Ceacero,2021-03-21,2021,4.9,108,Europe,4.9
627028788,Shoebill,Balaeniceps rex,Anton Cnudde,2024-10-27,2024,4.9,102,Africa,4.9
362413861,Eastern Phoebe,Sayornis phoebe,Gang Wu,2021-08-19,2021,4.9,102,North America,4.9
179121831,Rufous-tailed Jacamar,Galbula ruficauda,Bobby Wilcox,2019-09-09,2019,4.9,20,South America,4.9
512445881,Blue-throated Flycatcher,Cyornis rubeculoides,Mahim B,2022-12-09,2022,4.9,31,Asia,4.9
63230091,Cerulean Warbler x Northern Parula (hybrid),Setophaga cerulea x americana,stoil Ivanov,2017-05-14,2017,4.9,40,North America,4.9
407585271,House Bunting,Emberiza sahari,ANDRÉS SERRANO LAVADO,2022-01-19,2022,4.9,29,Europe,4.9
94228131,Worm-eating Warbler,Helmitheros vermivorum,Charles Lyon,2018-04-08,2018,4.9,40,North America,4.9
431436791,Whimbrel,Numenius phaeopus,Michal Serdahely,2021-08-18,2021,4.9,21,Africa,4.9
150033931,Eastern Phoebe,Sayornis phoebe,Allen Woodliffe,2019-04-09,2019,4.9,40,North America,4.9
497283781,Salinas Monjita,Neoxolmis salinarum,Andres Bianchi,2022-09-26,2022,4.9,20,South America,4.9
269969201,American Crow,Corvus brachyrhynchos,Gord Gadsden,2020-10-10,2020,4.9,451,North America,4.9
248364381,Gray Goshawk,Tachyspiza novaehollandiae,Ken Crawley,2020-07-09,2020,4.9,48,Australia,4.9
611799393,American Bittern,Botaurus lentiginosus,Mikey  Lutmerding,2023-12-02,2023,4.9,182,North America,4.9
153241561,Long-tailed Silky-flycatcher,Ptiliogonys caudatus,Leandro Arias Salazar,2019-04-21,2019,4.9,39,North America,4.9
386733681,White-sided Hillstar,Oreotrochilus leucopleurus,Benjamin Figueroa,2021-11-06,2021,4.9,62,South America,4.9
620416367,Yellow Rail,Coturnicops noveboracensis,Lev Frid,2024-06-14,2024,4.9,77,North America,4.9
620127287,Brown Booby,Sula leucogaster,Donald Estep,2024-06-06,2024,4.9,69,North America,4.9
525922251,Barnacle Goose,Branta leucopsis,Dan O'Brien,2023-01-19,2023,4.9,39,North America,4.9
493305361,Golden Bowerbird,Prionodura newtoniana,Jenny Stiles,2022-09-30,2022,4.9,39,Australia,4.9
619665316,Red-breasted Flycatcher,Ficedula parva,Simon Edel,2024-05-20,2024,4.9,20,Europe,4.9
147276771,Green-backed Firecrown,Sephanoides sephaniodes,[Kokuko] Jorge Muñoz Novakovic,2019-03-24,2019,4.89,37,South America,4.89
181954171,Red Knot,Calidris canutus,Nathan Tea,2019-10-12,2019,4.89,70,North America,4.89
612916664,Common Eider,Somateria mollissima,Gonzalo Pardo,2023-12-31,2023,4.89,122,Europe,4.89
473349141,Purple Gallinule,Porphyrio martinica,Anne Ruben,2022-08-07,2022,4.89,130,North America,4.89
281006441,Lincoln's Sparrow,Melospiza lincolnii,Simon Kiacz,2020-11-19,2020,4.89,46,North America,4.89
525515771,Black Redstart,Phoenicurus ochruros,Alfonso Rodrigo,2023-01-18,2023,4.89,79,Europe,4.89
237840431,Spot-breasted Wren,Pheugopedius maculipectus,Rolando Chávez,2016-08-20,2016,4.89,46,North America,4.89
532868401,Asian Woolly-necked Stork,Ciconia episcopus,Hemant Kumar,2023-02-04,2023,4.89,28,Asia,4.89
192598811,Blue-throated Goldentail,Chlorestes eliciae,Maria Jose Lou,2019-11-30,2019,4.89,47,North America,4.89
586485671,Peruvian Booby,Sula variegata,Saskia Hostens,2023-06-17,2023,4.89,36,South America,4.89
450930221,Violet-green Swallow,Tachycineta thalassina,James Moodie,2022-05-18,2022,4.89,56,North America,4.89
215424991,Sandhill Crane,Antigone canadensis,Oliver Patrick,2019-07-15,2019,4.89,132,North America,4.89
600146601,Least Flycatcher,Empidonax minimus,Alan Knowles,2023-08-03,2023,4.89,37,North America,4.89
46364181,Greater Sage-Grouse,Centrocercus urophasianus,Matthew Pendleton,2016-03-25,2016,4.89,479,North America,4.89
611051239,Eurasian Blue Tit,Cyanistes caeruleus,Elizabeth Seddon,2023-11-11,2023,4.89,106,Europe,4.89
265591431,Brown Booby,Sula leucogaster,Scott Fox,2020-09-25,2020,4.89,89,Australia,4.89
466213831,Southern Lapwing,Vanellus chilensis,Tori Martel,2022-07-09,2022,4.89,53,North America,4.89
266383381,Blue-tufted Starthroat,Heliomaster furcifer,Sergio  Saldaña,2020-09-26,2020,4.89,35,South America,4.89
174956181,Bank Swallow,Riparia riparia,François Martin,2019-08-06,2019,4.89,64,North America,4.89
117224641,Ruby-topaz Hummingbird,Chrysolampis mosquitus,Daniel Orozco Montoya,2018-09-30,2018,4.89,63,South America,4.89
627330217,Snowy Owl,Bubo scandiacus,Mark Noll,2024-12-04,2024,4.89,36,North America,4.89
310732181,Great Horned Owl,Bubo virginianus,Connor Bowhay,2021-02-21,2021,4.89,152,North America,4.89
530094461,Sora,Porzana carolina,Sabine Jessen,2023-01-30,2023,4.89,55,North America,4.89
614903778,Pileated Woodpecker,Dryocopus pileatus,Louise Courtemanche 🦅,2024-02-16,2024,4.89,55,North America,4.89
393787741,Splendid Fairywren,Malurus splendens,Alfred & Hidi Lau,2021-12-06,2021,4.89,36,Australia,4.89
468717111,Gray-breasted Mountain-Toucan,Andigena hypoglauca,Adam Sell,2022-07-19,2022,4.89,90,South America,4.89
87243741,American Robin,Turdus migratorius,Daniel Irons,2018-02-21,2018,4.89,189,North America,4.89
53545761,Scissor-tailed Flycatcher,Tyrannus forficatus,Ryan Shaw,2016-12-29,2016,4.89,149,North America,4.89
613444501,Regent Honeyeater,Anthochaera phrygia,Joel Poyitt,2024-01-13,2024,4.89,35,Australia,4.89
245189431,Mississippi Kite,Ictinia mississippiensis,Byron Stone,2015-05-12,2015,4.89,45,North America,4.89
438159431,Prothonotary Warbler,Protonotaria citrea,Ryan Justice,2022-04-21,2022,4.89,150,North America,4.89
347930501,White-throated Kingfisher,Halcyon smyrnensis,Ferit Başbuğ,2021-06-04,2021,4.89,82,Asia,4.89
206949991,Streaked Shearwater,Calonectris leucomelas,Jodi Webber,2020-02-02,2020,4.89,35,Australia,4.89
153755011,Common Firecrest,Regulus ignicapilla,Javier Pi Vallina,2019-04-25,2019,4.89,81,Europe,4.89
601805701,Razorbill,Alca torda,Carina Kurz,2023-07-07,2023,4.89,45,Europe,4.89
619839928,Common Eider,Somateria mollissima,Tomasz Wilk,2024-04-08,2024,4.89,35,Europe,4.89
365632161,Rufous-tailed Hummingbird,Amazilia tzacatl,Devon Bradley,2021-08-06,2021,4.89,75,South America,4.89
537625101,Great Blue Heron,Ardea herodias,Danielle Cooper,2023-02-20,2023,4.89,208,North America,4.89
247685761,Common Redstart,Phoenicurus phoenicurus,Dominic Garcia-Hall,2020-06-29,2020,4.89,79,Europe,4.89
525189851,Mountain Chickadee,Poecile gambeli,Hannah Criswell,2023-01-04,2023,4.89,207,North America,4.89
472400261,Sedge Wren,Cistothorus stellaris,JamEs ParRis,2022-08-03,2022,4.89,56,North America,4.89
39845041,Scaled Quail,Callipepla squamata,Arlene Ripley,2016-11-13,2016,4.89,56,North America,4.89
491738761,Warbling Doradito,Pseudocolopteryx flaviventris,Leonel Melvern,2022-10-08,2022,4.89,65,South America,4.89
215810721,Little Ringed Plover,Thinornis dubius,Sneha Gupta,2020-03-15,2020,4.89,102,Asia,4.89
618492030,Great Xenops,Megaxenops parnaguae,Rodrigo Ferronato,2024-05-01,2024,4.89,47,South America,4.89
164418721,Andean Avocet,Recurvirostra andina,Eleuterio Ramirez,2015-08-22,2015,4.89,47,South America,4.89
315362071,Scaly-breasted Munia,Lonchura punctulata,Sayandeep Maity,2021-01-20,2021,4.89,71,Asia,4.89
554866161,White-winged Tern,Chlidonias leucopterus,Nathan  Ruser,2023-04-08,2023,4.89,27,Australia,4.89
337113151,Spruce Grouse,Canachites canadensis,Megan Buers,2021-05-11,2021,4.89,145,North America,4.89
188839611,Lewin's Honeyeater,Meliphaga lewinii,Terry Gallagher,2019-11-18,2019,4.89,45,Australia,4.89
212313261,Cedar Waxwing,Bombycilla cedrorum,Rick Wilhoit,2020-02-28,2020,4.89,159,North America,4.89
369982421,Barred Owl,Strix varia,Cynthia Crawford,2021-09-16,2021,4.89,62,North America,4.89
85682121,Northern Cardinal,Cardinalis cardinalis,Graham Montgomery,2018-02-11,2018,4.89,153,North America,4.89
619005485,Common Nighthawk,Chordeiles minor,Beau Cotter,2024-05-12,2024,4.89,211,North America,4.89
305062651,Lapland Longspur,Calcarius lapponicus,Ed Wransky,2021-02-06,2021,4.89,166,North America,4.89
242110791,Marsh Wren,Cistothorus palustris,Ed McAskill,2020-06-08,2020,4.89,62,North America,4.89
494331931,Sora,Porzana carolina,Trey Rogers,2022-10-16,2022,4.89,57,North America,4.89
242778101,Great Horned Owl,Bubo virginianus,Tim Avery,2016-10-14,2016,4.89,168,North America,4.89
552417161,Gray-rumped Treeswift,Hemiprocne longipennis,Julie Edgley,2023-04-01,2023,4.89,75,Asia,4.89
615410157,Canada Goose,Branta canadensis,James Ancona,2024-02-27,2024,4.89,55,North America,4.89
149620141,Red Crossbill,Loxia curvirostra,Theo Staengl,2019-04-07,2019,4.89,172,North America,4.89
26475981,Hoatzin,Opisthocomus hoazin,Rhys Marsh,2016-03-06,2016,4.89,118,South America,4.89
204882511,Black-and-chestnut Eagle,Spizaetus isidori,Dušan Brinkhuizen,2015-09-09,2015,4.89,46,South America,4.89
500394701,Harlequin Duck,Histrionicus histrionicus,Sarah Lindgren,2022-11-02,2022,4.89,183,North America,4.89
399511851,Bat Falcon,Falco rufigularis,Chris Bick,2021-12-27,2021,4.89,256,North America,4.89
434456861,Ornate Hawk-Eagle,Spizaetus ornatus,Sergio Andrés  Cuéllar Ramírez,2022-03-28,2022,4.89,116,South America,4.89
616710145,Canary Islands Chaffinch,Fringilla canariensis,Friedemann Arndt,2024-03-10,2024,4.89,28,Africa,4.89
465607491,Monk Parakeet,Myiopsitta monachus,Jeff Osborne,2022-07-07,2022,4.89,38,North America,4.89
260222031,Masked Duck,Nomonyx dominicus,Rio Dante,2020-09-04,2020,4.89,150,North America,4.89
217969881,Common Nighthawk,Chordeiles minor,Bob Bowhay,2019-07-24,2019,4.89,109,North America,4.89
392110751,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Henrey Deese,2021-11-25,2021,4.89,44,North America,4.89
243204881,Thick-billed Lark,Ramphocoris clotbey,Amit Goldstein,2020-06-13,2020,4.89,44,Asia,4.89
86731361,White-headed Woodpecker,Dryobates albolarvatus,Frank Lehman,2017-04-23,2017,4.89,38,North America,4.89
113405241,Black Tern,Chlidonias niger,Andrew Garland,2018-07-30,2018,4.89,38,North America,4.89
523265951,Siberian Crane,Leucogeranus leucogeranus,Amir Modiri,2022-12-27,2022,4.89,28,Asia,4.89
204500801,Icterine Warbler,Hippolais icterina,Bent Rønsholdt,2019-05-23,2019,4.89,27,Europe,4.89
88369151,South American Painted-Snipe,Nycticryphes semicollaris,Martín Toledo,2018-03-01,2018,4.89,27,South America,4.89
524228331,Great Blue Heron,Ardea herodias,Michael Roper,2023-01-14,2023,4.89,135,North America,4.89
213247501,Great Curassow,Crax rubra,Peter Arnold,2020-01-14,2020,4.89,66,North America,4.89
540213471,Snow Bunting,Plectrophenax nivalis,Manuel Fernandez-Bermejo,2023-02-27,2023,4.89,62,Europe,4.89
124396191,Black Bittern,Botaurus flavicollis,Dillen  Ng,2018-11-20,2018,4.89,38,Asia,4.89
619536821,Marsh Wren,Cistothorus palustris,Christopher Carlson,2024-05-24,2024,4.89,37,North America,4.89
626786150,Boreal Owl (Richardson's),Aegolius funereus richardsoni,Peter Mundale,2024-10-31,2024,4.89,44,North America,4.89
294685601,Boreal Owl,Aegolius funereus,Cameron Eckert,2021-01-02,2021,4.89,123,North America,4.89
443098371,Common Murre,Uria aalge,Lukasz Ifczok,2022-04-27,2022,4.89,171,Europe,4.89
387396671,Fox Sparrow,Passerella iliaca,Trish Gussler,2021-11-08,2021,4.89,44,North America,4.89
352860941,Gray-bellied Hawk,Accipiter poliogaster,Ramón  Moller Jensen,2021-07-07,2021,4.89,27,South America,4.89
248196041,Osprey,Pandion haliaetus,Chris Murray,2020-07-08,2020,4.89,141,Australia,4.89
260435881,Gray Heron,Ardea cinerea,Sky Kardell,2020-09-05,2020,4.89,103,North America,4.89
625301752,Black Scoter,Melanitta americana,Julie Paquette,2024-10-22,2024,4.89,98,North America,4.89
283066111,Canvasback,Aythya valisineria,Dana Siefer,2018-04-04,2018,4.89,71,North America,4.89
571730161,Straw-necked Ibis,Threskiornis spinicollis,Malcolm Graham,2023-05-13,2023,4.89,142,Australia,4.89
417474741,Tawny-capped Euphonia,Euphonia anneae,Gabriel Willow,2022-02-18,2022,4.89,73,North America,4.89
90010021,Resplendent Quetzal,Pharomachrus mocinno,Stu Elsom,2017-10-24,2017,4.89,110,North America,4.89
87328311,Northern Pygmy-Owl,Glaucidium gnoma,David Zittin,2018-02-24,2018,4.89,83,North America,4.89
383259741,Rock Wren,Salpinctes obsoletus,John Gordon,2021-10-27,2021,4.89,75,North America,4.89
43177081,American Goshawk,Astur atricapillus,Alvan Buckley,2016-12-22,2016,4.89,100,North America,4.89
281601621,Lesser Kestrel,Falco naumanni,Ellen Askum,2017-05-02,2017,4.89,56,Europe,4.89
83984151,Ross's Goose,Anser rossii,Marshall Iliff,2018-01-03,2018,4.89,100,North America,4.89
175215301,Rain Quail,Coturnix coromandelica,Hemant Dhadnekar,2019-08-30,2019,4.89,45,Asia,4.89
257240381,Baird's Sandpiper,Calidris bairdii,Gillian Smits,2020-08-22,2020,4.89,108,North America,4.89
291095431,Ruddy Turnstone,Arenaria interpres,José Ramón Martínez,2020-12-26,2020,4.89,53,Europe,4.89
447369961,Golden-winged Warbler,Vermivora chrysoptera,Cameron Chevalier,2022-05-11,2022,4.89,74,North America,4.89
414179791,Black Wheatear,Oenanthe leucura,Jose Pozo,2021-06-21,2021,4.89,27,Europe,4.89
83374001,Collared Bush-Robin,Tarsiger johnstoniae,文傑 CHUNG,2018-01-16,2018,4.89,28,Asia,4.89
614036310,Dark-eyed Junco (Oregon),Junco hyemalis [oreganus Group],Michael Long,2024-01-26,2024,4.89,65,North America,4.89
213022661,Western Black-eared Wheatear,Oenanthe hispanica,Manuel Segura Herrero,2018-05-29,2018,4.89,121,Europe,4.89
84570561,Eastern Meadowlark,Sturnella magna,Shelley Rutkin,2018-01-29,2018,4.89,87,North America,4.89
613304060,Southern Cassowary,Casuarius casuarius,Paul Kessler,2024-01-09,2024,4.89,108,Australia,4.89
608794732,Gray-cheeked Thrush,Catharus minimus,Cathy Brown,2023-09-13,2023,4.89,66,North America,4.89
614541330,Northern Saw-whet Owl,Aegolius acadicus,Matt Hoberg,2024-02-06,2024,4.89,44,North America,4.89
137807111,Brown-winged Kingfisher,Pelargopsis amauroptera,Ajit Hota,2019-01-22,2019,4.89,37,Asia,4.89
414036311,Canyon Wren,Catherpes mexicanus,Loni Ye,2022-02-05,2022,4.89,91,North America,4.89
206189241,Alpine Swift,Tachymarptis melba,Lior Kislev,2015-06-12,2015,4.89,36,Asia,4.89
624670533,Winter Wren,Troglodytes hiemalis,Phillip Stosberg,2024-10-07,2024,4.89,36,North America,4.89
114339741,Superb Fairywren,Malurus cyaneus,Andrew Allen,2018-09-10,2018,4.89,231,Australia,4.89
85017591,Horned Lark,Eremophila alpestris,Bruce Van Valen,2018-02-06,2018,4.89,64,North America,4.89
210914291,Baikal Teal,Sibirionetta formosa,yang yi hsien,2020-02-22,2020,4.89,28,Asia,4.89
90079171,European Goldfinch,Carduelis carduelis,James Taylor,2018-03-17,2018,4.89,62,Europe,4.89
342563391,Scissor-tailed Flycatcher,Tyrannus forficatus,Aaron Boone,2021-05-26,2021,4.89,90,North America,4.89
282072341,Mountain Bluebird,Sialia currucoides,Jeff Bray,2020-11-22,2020,4.89,93,North America,4.89
219656461,Red-legged Kittiwake,Rissa brevirostris,Stephan Lorenz,2019-07-28,2019,4.89,82,North America,4.89
393571161,Great Horned Owl,Bubo virginianus,Yannick Fleury,2021-12-05,2021,4.89,120,North America,4.89
100312491,Least Tern,Sternula antillarum,Liam Wolff,2018-05-14,2018,4.94,82,North America,4.880481927710844
626986206,Willow Ptarmigan,Lagopus lagopus,Laurent Bédard,2024-12-01,2024,4.88,60,North America,4.88
627120775,Brown Creeper,Certhia americana,Lawrence Rhoads,2024-11-28,2024,4.88,40,North America,4.88
394057931,White-throated Kingfisher,Halcyon smyrnensis,Rami Derech,2021-12-07,2021,4.88,101,Asia,4.88
453647681,Blue-mantled Thornbill,Chalcostigma stanleyi,Brad Murphy,2022-05-23,2022,4.88,26,South America,4.88
212677161,Striped Woodpecker,Dryobates lignarius,simon walkley,2018-09-21,2018,4.88,26,South America,4.88
617895410,Black-and-white Warbler,Mniotilta varia,Michael Stubblefield,2024-04-21,2024,4.88,130,North America,4.88
72655771,Spinifex Pigeon,Geophaps plumifera,Ged Tranter,2017-10-21,2017,4.88,349,Australia,4.88
215069981,Wood Duck,Aix sponsa,Mary McSparen,2020-03-12,2020,4.88,82,North America,4.88
173601431,Blue-throated Hillstar,Oreotrochilus cyanolaemus,Roger Ahlman,2019-03-01,2019,4.88,51,South America,4.88
22480751,Amur Falcon,Falco amurensis,Abhilash Arjunan,2015-12-25,2015,4.88,32,Asia,4.88
438320461,American Bittern,Botaurus lentiginosus,Steve Brown,2022-04-21,2022,4.88,43,North America,4.88
31546011,Dusky Flycatcher,Empidonax oberholseri,Jared Peck,2016-07-18,2016,4.88,43,North America,4.88
169573071,Broad-tailed Hummingbird,Selasphorus platycercus,Nicolas Forestell,2019-07-18,2019,4.88,75,North America,4.88
367384931,Siberian Accentor,Prunella montanella,Rodney Ungwiluk Jr,2021-09-06,2021,4.88,75,North America,4.88
307671311,Bushtit,Psaltriparus minimus,Cree Bol,2021-02-13,2021,4.88,224,North America,4.88
269519571,Henslow's Sparrow,Centronyx henslowii,Brandon Caswell,2020-10-07,2020,4.88,77,North America,4.88
222171251,Winter Wren,Troglodytes hiemalis,Lori Charron,2020-04-08,2020,4.88,77,North America,4.88
626307041,New Holland Honeyeater,Phylidonyris novaehollandiae,Andrew Heap,2024-10-23,2024,4.88,34,Australia,4.88
150547961,American Woodcock,Scolopax minor,Fyn Kynd,2019-04-10,2019,4.88,195,North America,4.88
247419601,Barn Swallow,Hirundo rustica,Leslie S,2020-07-04,2020,4.88,64,North America,4.88
161160381,Lewin's Rail,Lewinia pectoralis,Leigh Pieterse,2019-03-18,2019,4.88,34,Australia,4.88
425207431,Vermilion Flycatcher,Pyrocephalus rubinus,Marco Fidalgo,2021-11-07,2021,4.88,64,South America,4.88
249933821,Red-and-white Crake,Rufirallus leucopyrrhus,Martín  Montefrío,2019-05-25,2019,4.88,52,South America,4.88
220391391,Tufted Titmouse,Baeolophus bicolor,Forrest Baublitz,2020-04-03,2020,4.88,41,North America,4.88
331496311,Eastern Whip-poor-will,Antrostomus vociferus,Maxwell Giffen,2021-04-28,2021,4.88,127,North America,4.88
148555831,Blue Mockingbird,Melanotis caerulescens,Laval Roy,2019-03-15,2019,4.88,43,North America,4.88
181096601,Pallas's Leaf Warbler,Phylloscopus proregulus,Anton Liebermann,2019-10-01,2019,4.88,68,Asia,4.88
41961461,Sri Lanka Blue-Magpie,Urocissa ornata,Nikolaj Mølgaard Thomsen,2016-12-05,2016,4.88,33,Asia,4.88
405181611,Altamira Oriole,Icterus gularis,Skyler Bol,2022-01-12,2022,4.88,64,North America,4.88
118135061,Carolina Wren,Thryothorus ludovicianus,Tom Devecseri,2018-10-08,2018,4.88,85,North America,4.88
62552661,Least Auklet,Aethia pusilla,Ken Oeser,2017-06-22,2017,4.88,42,North America,4.88
482278941,Swamp Harrier,Circus approximans,Helen Cunningham,2022-09-07,2022,4.88,26,Australia,4.88
87671181,Koklass Pheasant,Pucrasia macrolopha,Chaiyan Kasorndorkbua,2018-02-20,2018,4.88,34,Asia,4.88
375455591,Great Horned Owl,Bubo virginianus,Ezekiel Dobson,2021-10-06,2021,4.88,100,North America,4.88
351650421,Sacred Kingfisher,Todiramphus sanctus,Katherine Clark,2021-06-01,2021,4.88,25,Australia,4.88
391867271,Limpkin,Aramus guarauna,emily neale,2021-11-28,2021,4.88,49,North America,4.88
175391871,Black-backed Woodpecker,Picoides arcticus,Paul Arneson,2019-09-02,2019,4.88,59,North America,4.88
317797831,Red-breasted Nuthatch,Sitta canadensis,Laure Wilson Neish,2021-03-18,2021,4.88,98,North America,4.88
62913861,Yellowhammer,Emberiza citrinella,PMDE ESTEVES,2017-07-06,2017,4.88,41,Europe,4.88
341875931,Cotton Pygmy-Goose,Nettapus coromandelianus,Vijaya Lakshmi,2018-02-19,2018,4.88,34,Asia,4.88
90167821,Snowy Plover,Anarhynchus nivosus,Oscar Wilhelmy,2018-03-17,2018,4.88,50,North America,4.88
458575921,Common Nighthawk,Chordeiles minor,Andrew Hart,2022-06-09,2022,4.88,50,North America,4.88
499793751,Dickcissel,Spiza americana,David Clippinger,2022-11-01,2022,4.88,56,North America,4.88
376107281,White-breasted Woodswallow,Artamus leucorynchus,Brian Bird,2021-10-09,2021,4.88,41,Australia,4.88
42399061,Canada Warbler,Cardellina canadensis,Dan Vickers,2016-05-29,2016,4.88,97,North America,4.88
414861911,Yellow-faced Grassquit,Tiaris olivaceus,Roberto Jovel,2022-02-10,2022,4.88,51,North America,4.88
153684981,Louisiana Waterthrush,Parkesia motacilla,Adam Brandemihl,2019-04-24,2019,4.88,93,North America,4.88
252318671,Blue Grosbeak,Passerina caerulea,Scott Holt,2020-05-09,2020,4.88,52,North America,4.88
275699191,Superb Fairywren,Malurus cyaneus,Michael  Livingston,2020-10-30,2020,4.88,26,Australia,4.88
503628671,Peregrine Falcon,Falco peregrinus,Owen Strickland,2022-11-13,2022,4.88,106,North America,4.88
407091691,Great-tailed Grackle,Quiscalus mexicanus,Jake Cvetas,2022-01-17,2022,4.88,78,North America,4.88
206210411,Javan Woodcock,Scolopax saturata,Boas Emmanuel,2018-05-12,2018,4.88,33,Asia,4.88
535560851,Deep-blue Flowerpiercer,Diglossa glauca,Steve Juhasz,2022-04-08,2022,4.88,25,South America,4.88
313238291,Lineated Woodpecker,Dryocopus lineatus,Jhon Velasquez,2021-03-02,2021,4.88,82,South America,4.88
291450671,Black Rail,Laterallus jamaicensis,Héctor Bottai,2020-11-05,2020,4.88,25,South America,4.88
136769461,Snares Penguin,Eudyptes robustus,Ariel Renán Alonso,2019-01-20,2019,4.88,25,South America,4.88
262223411,Sanderling,Calidris alba,Amanda Guercio,2020-09-10,2020,4.88,296,North America,4.88
202681781,Gray Gull,Leucophaeus modestus,Darío de la Fuente - Chilean Nature,2019-09-19,2019,4.88,96,South America,4.88
363606711,White-tailed Lapwing,Vanellus leucurus,Salma Al Suwaidi,2021-08-24,2021,4.88,33,Asia,4.88
280286621,Evening Grosbeak,Coccothraustes vespertinus,Chris S. Wood,2020-11-15,2020,4.88,48,North America,4.88
336907301,Wilson's Phalarope,Phalaropus tricolor,William Hearn,2021-05-08,2021,4.88,77,North America,4.88
388156681,Cedar Waxwing,Bombycilla cedrorum,Jason Leifester,2021-05-07,2021,4.88,40,North America,4.88
437591911,MacGillivray's Warbler,Geothlypis tolmiei,Carole Rose,2022-04-19,2022,4.88,77,North America,4.88
273029671,Saffron Finch,Sicalis flaveola,Claudio Rodriguez Astorino,2020-10-17,2020,4.88,25,South America,4.88
117329981,Blue-footed Booby,Sula nebouxii,Maurice DeMille,2018-10-03,2018,4.88,58,North America,4.88
531079801,Fox Sparrow (Thick-billed),Passerella iliaca [megarhyncha Group],Alex Merritt,2023-01-29,2023,4.88,78,North America,4.88
134199091,Pied-billed Grebe,Podilymbus podiceps,Jared Keyes,2019-01-09,2019,4.88,111,North America,4.88
